Low,Open,Volume,High,Close,Adjusted Close,Annual Percent Change,positive,negative,neutral,Label
33.226036898295085,33.984561157226565,5739996.933333334,35.447961489359535,34.580650838216144,29.588312721252443,0.0,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
48.01759376223125,49.96615057142954,4238258.904761905,51.826003574189684,49.87713632886372,42.67647609256563,0.44234232496697135,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
23.174646054544755,23.83785597739681,3311147.8024193547,24.570815501674527,23.91235033927425,20.460173072353488,-0.5205749146942051,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
16.050480220052933,16.433482062248956,3700358.992063492,16.814269786789303,16.414407202175685,14.044693036684913,-0.3135594381445539,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
14.223692591228183,14.447368156342279,3244672.003968254,14.6863149272071,14.478762161164056,12.388492724252126,-0.11792354223764256,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
18.95204604996575,19.241319803964522,4267569.186507937,19.54010263321892,19.227269168884035,16.451467578373258,0.3279636031633115,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
19.15488682474409,19.326134855785067,4200650.492063492,19.546517708944897,19.356705741276816,16.562217841072687,0.006731926996801585,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
23.90196008416286,24.143312279446665,3877236.047808765,24.424733196121764,24.177595761667686,20.893238234804922,0.24905529302492102,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
25.409406745576288,25.654378199482345,3521136.478087649,25.93343356311084,25.67677779786615,23.317161142113676,0.062007076757207624,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
21.196344839254387,21.582950203786254,4467737.229249012,21.94258311049269,21.56824826628794,19.586192730387207,-0.16000954496399644,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
15.373294031809246,15.5891352721623,4986730.916666667,15.857943341845559,15.644060668491182,14.206419910703387,-0.27467170836755006,0.04972510524094105,0.11479849815368652,0.8354764342308044,1
22.96756132822188,23.235744968293204,4927461.793650794,23.503105330088783,23.264896536630296,21.126924310411727,0.4871392427854935,0.2701482981443405,0.04290338009595871,0.6869482740759849,1
29.11506232004317,29.611661774771555,6060529.130952381,30.06281646849617,29.60450872542366,26.883945389399454,0.27249690016079464,0.20384452417492865,0.41090561300516126,0.3852498814463615,1
28.24214596557617,28.57834049987793,4596178.312,28.90586557006836,28.594535011291505,26.060324844360352,-0.034115537045369515,0.11562488190829753,0.6872657656669616,0.1971093498170376,1
33.16469670098925,33.43773415732005,4259568.968253968,33.746707310752264,33.46066940398443,30.82770175782461,0.17017707722022313,0.7243116680532694,0.0357299268245697,0.23995840027928353,1
40.260735466366725,40.62099208529033,3011466.337301587,40.96869835021004,40.62129435463557,37.77545704917302,0.2140012461854235,0.3770454689860344,0.19942239690572022,0.42353210523724555,1
39.23464283110604,39.590515923878506,2560682.1428571427,39.941388917347744,39.60214298490494,37.19118589825101,-0.02508909147092042,0.4298159066587687,0.18801682218909263,0.38216722309589385,1
42.97043658059741,43.33849212101528,2083069.0476190476,43.731587334284704,43.36996020967998,41.18251977648054,0.09514175094542776,0.04941375870257616,0.3429535277187824,0.6076327078044415,1
58.91338638670416,59.322270837912995,1850937.450199203,59.725896478174214,59.32968129009839,56.92156708857927,0.3679902172669338,0.3691905181854963,0.08453042395412921,0.5462790593504906,1
66.52290841212786,67.22370527655005,2592049.402390438,67.86446221036265,67.16936284707361,64.99893548669093,0.13213759768306055,0.453592512011528,0.14577921330928803,0.40062830336391925,1
74.49952382890005,75.17071424211774,2157035.714285714,75.82210295540946,75.21182537078857,73.44467682308621,0.1197340898115331,0.21204962432384492,0.0653659200295806,0.7225844383239746,1
91.37774682327692,92.48181817277147,1851855.3359683794,93.6198024222031,92.51434758906308,91.15627866300198,0.23005055565364074,0.25953431278467176,0.11332483068108559,0.627140873670578,1
143.3263887677874,144.69003977094377,1623303.1746031747,146.0090872446696,144.65872979542567,143.47758284069243,0.5636356258813096,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
130.16878131257386,132.04857103363807,1724211.8655462186,133.7787820832068,131.99731063842773,131.6436817585921,-0.08752613253900088,0.29285804826455814,0.20258302654450136,0.5045589208913346,1
